1.0		1.0
2.0		2.0
3.0		2.5
4.0		2.66666666667
5.0		2.70833333333
6.0		2.71666666667
7.0		2.71805555556
8.0		2.71825396825
9.0		2.71827876984
10.0		2.71828152557
11.0		2.71828180115
12.0		2.7182818262
13.0		2.71828182829
14.0		2.71828182845
15.0		2.71828182846
16.0		2.71828182846
17.0		2.71828182846
18.0		2.71828182846
19.0		2.71828182846
20.0		2.71828182846
21.0		2.71828182846
22.0		2.71828182846
23.0		2.71828182846
24.0		2.71828182846
25.0		2.71828182846
26.0		2.71828182846
27.0		2.71828182846
28.0		2.71828182846
29.0		2.71828182846
30.0		2.71828182846
31.0		2.71828182846
32.0		2.71828182846
33.0		2.71828182846
34.0		2.71828182846
35.0		2.71828182846
36.0		2.71828182846
37.0		2.71828182846
38.0		2.71828182846
39.0		2.71828182846
40.0		2.71828182846
41.0		2.71828182846
42.0		2.71828182846
43.0		2.71828182846
44.0		2.71828182846
45.0		2.71828182846
46.0		2.71828182846
47.0		2.71828182846
48.0		2.71828182846
49.0		2.71828182846
50.0		2.71828182846
51.0		2.71828182846
52.0		2.71828182846
53.0		2.71828182846
54.0		2.71828182846
55.0		2.71828182846
56.0		2.71828182846
57.0		2.71828182846
58.0		2.71828182846
59.0		2.71828182846
60.0		2.71828182846
61.0		2.71828182846
62.0		2.71828182846
63.0		2.71828182846
64.0		2.71828182846
65.0		2.71828182846
66.0		2.71828182846
67.0		2.71828182846
68.0		2.71828182846
69.0		2.71828182846
70.0		2.71828182846
